fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
0.25212235182647424,0.7019804218707862,0.25494403472752497,-1.426778830688703,-1.4954328509751142,-1.0088464431734312,-0.6708385304082649,1.2436937185424715,-0.4185010986646174,-1.2883681962764726,1
-0.4868657329533006,-0.7109380287291549,-0.589346338254319,0.6081392549085131,0.5641485263477519,0.7123164827937738,0.3076966942161766,0.23247703865685104,-0.3092490134881993,-0.5210373212082414,1
-0.6702654935349234,-0.4306687933101201,-0.6625604908988603,0.410664677247063,0.6048695992737309,0.3189460832894723,0.12283736034041517,-0.5731688763721754,-0.3251859191033862,0.034376818401681455,0
0.6349898589640957,0.30033586184946726,0.5704420162102136,-0.9235195191969183,-0.8619939387932134,0.9580494699247022,1.4757717570861175,0.7015292750299019,-1.0475338280855846,0.9656917577943426,0
2.80572118054389,0.686696081358602,0.7045974288594593,-1.0247184024860272,-0.8574693751347713,3.749779566633039,-2.3282488542710955,-1.0493033026402017,0.11617442275104872,0.10528559124881162,1
-0.4488497326422504,-0.31263487410511437,-0.25565061940911366,-0.44815827823348264,-0.3959638819736722,0.07458630245841982,0.049253243254882305,-0.15382641083483994,1.7919553721356551,-1.4391393294234625,1
0.16113416505281788,0.0680673049433761,0.15951171437293532,-0.663137527598995,-0.7190177271864416,0.5666164229738542,1.0214530218723594,-0.7603691608639043,-0.26855627035249857,0.6549456692764989,0
-0.584862271476321,-0.8376552412422595,-1.4365991335975026,0.8110840424774826,0.4818014677641049,0.24202795082938813,0.03695098752981414,-0.1330743940713934,-0.5631821509394124,-1.7009638511075977,0
0.25571504679532997,1.2174726052649578,0.45279152814557644,-0.5203650490127386,-0.5235565771417408,-0.35037966536750353,-1.2771844398132866,-1.3640502260269312,0.1742062127171185,0.9221080866935494,1
-0.774670814476106,-0.22516418501844546,-1.0794156374588175,0.5687537435743735,0.5333814934703452,-0.13451264846339628,0.0240369524317429,0.4447506761191301,2.3533750132868065,-0.18184208170473995,0
2.8164614973036097,1.205088146761505,0.4862245805092686,-0.8507657274269103,-0.8692332406467209,-1.4480292344016368,-3.839494889600609,1.4639522250185428,-0.006229440544825243,-1.1306868366153748,1
-0.31015565538201706,-0.8050206668319719,-1.1511485789226885,1.0698249711031502,0.9713592556075452,0.51016801640331,0.16186182534524574,-0.21566953344316733,-1.0301526403990213,-0.16182330001398598,0
-0.5745539278961684,0.18583412975284075,1.053316861108602,-0.41807212374212593,-0.5335106171903135,0.22989036107427352,-0.6907743024766053,-0.4835731723448936,-0.3244542006003811,-2.0407733032311564,0
-0.2337837414382905,-0.13284218956378666,0.06259818283767636,-0.7884053344811892,-0.7597388001124208,-1.341348164413738,0.4622160850198979,-0.5852109999359708,-0.9809895851683258,0.8527381907812036,0
0.7687551930607479,-0.4587191557479588,0.8671074555386713,0.3603387460978843,0.15422305889289298,-0.9504488606249574,-1.2395443217230078,-0.24505461965147196,-0.6602555286757634,2.418691330694176,1
-0.9439523696643486,-0.6637277315907715,-1.3051945417123583,2.356418341351713,2.6798344930353,-0.13976393799145798,-0.35840358894812585,0.5122979625208343,-0.2788654561723226,-2.0678441557447895,1
-0.728924146607236,-0.8511462336700969,-1.4801890626286454,1.9762387527791148,1.4808251235481311,-0.35930803990765603,-0.3384031094461023,0.31377577716649385,0.15800113801706078,1.1005241403585404,0
1.4368383031529524,0.7382562015100822,0.9098509781808599,-1.3113574016400436,-1.2963520500036598,-1.1448631183473625,-0.5676693903103271,-1.1150788411969934,1.1075265717542064,1.0613563769836487,1
-0.7447678842097053,-0.2587581188902682,-0.7135564758333521,-0.01710573752095417,-0.16249639719805717,-0.0758667740009227,-0.41646772610635324,0.6626852640127149,0.4363223382438217,-0.1124721857923938,0
-0.7545215081330372,-0.5850875102750507,-1.296730477822816,1.107569419465034,0.8609599023415568,-0.12002726441944095,-0.5944092470720029,-0.4290619168346187,0.8581944496019933,0.5967092134488502,0
